bin,x3001Wm_lh_bankssts,x3002Wm_lh_caudalanteriorcingulate,x3003Wm_lh_caudalmiddlefrontal,x3005Wm_lh_cuneus,x3006Wm_lh_entorhinal,x3007Wm_lh_fusiform,x3008Wm_lh_inferiorparietal,x3009Wm_lh_inferiortemporal,x3010Wm_lh_isthmuscingulate,x3011Wm_lh_lateraloccipital,x3012Wm_lh_lateralorbitofrontal,x3013Wm_lh_lingual,x3014Wm_lh_medialorbitofrontal,x3015Wm_lh_middletemporal,x3016Wm_lh_parahippocampal,x3017Wm_lh_paracentral,x3018Wm_lh_parsopercularis,x3019Wm_lh_parsorbitalis,x3020Wm_lh_parstriangularis,x3021Wm_lh_pericalcarine,x3022Wm_lh_postcentral,x3023Wm_lh_posteriorcingulate,x3024Wm_lh_precentral,x3025Wm_lh_precuneus,x3026Wm_lh_rostralanteriorcingulate,x3027Wm_lh_rostralmiddlefrontal,x3028Wm_lh_superiorfrontal,x3029Wm_lh_superiorparietal,x3030Wm_lh_superiortemporal,x3031Wm_lh_supramarginal,x3032Wm_lh_frontalpole,x3033Wm_lh_temporalpole,x3034Wm_lh_transversetemporal,x3035Wm_lh_insula,x4001Wm_rh_bankssts,x4002Wm_rh_caudalanteriorcingulate,x4003Wm_rh_caudalmiddlefrontal,x4005Wm_rh_cuneus,x4006Wm_rh_entorhinal,x4007Wm_rh_fusiform,x4008Wm_rh_inferiorparietal,x4009Wm_rh_inferiortemporal,x4010Wm_rh_isthmuscingulate,x4011Wm_rh_lateraloccipital,x4012Wm_rh_lateralorbitofrontal,x4013Wm_rh_lingual,x4014Wm_rh_medialorbitofrontal,x4015Wm_rh_middletemporal,x4016Wm_rh_parahippocampal,x4017Wm_rh_paracentral,x4018Wm_rh_parsopercularis,x4019Wm_rh_parsorbitalis,x4020Wm_rh_parstriangularis,x4021Wm_rh_pericalcarine,x4022Wm_rh_postcentral,x4023Wm_rh_posteriorcingulate,x4024Wm_rh_precentral,x4025Wm_rh_precuneus,x4026Wm_rh_rostralanteriorcingulate,x4027Wm_rh_rostralmiddlefrontal,x4028Wm_rh_superiorfrontal,x4029Wm_rh_superiorparietal,x4030Wm_rh_superiortemporal,x4031Wm_rh_supramarginal,x4032Wm_rh_frontalpole,x4033Wm_rh_temporalpole,x4034Wm_rh_transversetemporal,x4035Wm_rh_insula
0,1.00173147133787,1.01041520137137,1.00427987757397,1.00225952708688,1.00078313754995,1.0064749680451,0.998450658650221,1.00370753336382,1.00769107899746,1.0022388343025,1.00768509952781,1.01423148546416,1.00676708170771,1.00268762765583,1.02639135162422,1.01428716395091,1.00419453872285,1.03007931683577,1.01210968106873,1.00253893367517,1.00245842036887,1.00655836646395,1.00345428065454,1.00551446714243,1.01153747095773,1.00542241235453,1.0061081703797,0.997163821589731,0.991889123459975,0.998514633522188,1.00238166709672,0.973000791525445,0.98843770928725,0.993682609779998,0.997612645188663,0.999334754872829,1.00676943206082,1.00745511316094,1.00641064385799,1.01063270154236,1.00219704901085,1.00925393625869,1.00589575524268,1.00484196391408,1.00546182703273,1.01425188305393,0.997120125776364,0.986979913071824,1.01419696608215,0.980053581667881,1.00495771246674,1.02335147587496,1.01556882370904,1.0092501802842,1.01302338465241,0.997172339712741,1.00445877420351,0.997028509590917,1.0008316684712,1.00244316895113,0.994596269209769,0.992729904055677,0.982921604306415,1.0022563131607,0.981213002816603,0.980957185757408,0.95879417818804,0.990253266539971
1,1.00414430857248,1.00118059682099,1.00740146842613,0.999175676644938,0.976806781328515,0.969946687004379,0.994350688316701,0.973781929563262,0.989862400330692,0.988750723652895,0.991387042150076,0.972781039270105,0.998225797614744,0.998932593722674,0.966372909022597,0.996966091748876,0.993169092553103,0.999144671682507,0.994637780503146,0.993122010799773,0.988087109687777,1.00553146445403,0.993620476864752,0.997769271604218,1.00168125884851,1.00520617435346,1.00242375127937,0.993956753512821,1.01059710432882,0.990675939894947,1.01768576730795,0.984828112244645,1.03366089518104,0.99729209833799,0.992711671803242,1.0030090412127,0.996822239095759,1.00398768100846,0.992112828473124,0.990292014884852,0.993970395529734,0.985570358755858,0.992763474527076,0.998831551570906,0.986368837113073,0.989324729348795,0.992550881216837,0.996672498142841,0.986006698716546,0.994843107593107,0.997708763006045,0.999671821190417,0.996039400767604,1.00652759421873,0.99086258047657,1.00001077413157,0.991092019139664,1.00071002356361,1.00266911643164,1.00234308140504,0.990890894104151,0.994220379398559,0.995453279423375,0.993667283371614,0.978084117531459,0.998051687873096,0.998024149552158,0.99250652298425
2,0.995021078525024,0.996497755752649,0.994254786029096,0.998114072350364,0.981925881488661,0.993415245089737,0.989022463512784,0.991053611643195,0.991009625099526,1.00239542420924,0.990538283474123,1.01271055179243,0.998330510460055,1.0069189726497,0.994151659995058,0.995773785969214,1.00091565479728,1.0045955296702,0.992507437471221,0.998545591526786,0.996505634646773,0.99267136241934,0.996822592230439,0.994963137476897,0.997029990494772,0.991093638179864,0.985688121939203,0.994755768646118,1.00175596970579,0.997699895530149,1.07420896961503,0.977951688978748,1.01406815341175,0.989402725502128,0.99915893176886,1.00253006844953,1.01984547907898,1.01180209384005,0.987928857930163,0.997229638160631,1.00520185059644,0.994962168411335,0.992186366115268,0.999687890230388,1.00688066263635,1.00047344084216,0.98789492551753,0.993420206896297,0.989380700375548,0.983791473716246,1.02206848296643,1.02336844387887,1.01318672685482,1.00242366794315,1.02300756484594,0.996659617110118,1.01111906248398,0.993874116793773,0.991587952635803,1.00724628544652,0.991574190277487,1.00002054490229,0.997182178355179,1.01832405031779,1.06792073602798,0.98971532454671,1.02309680375201,0.999436415294233
3,0.998005160899757,0.995769375984358,1.00157442794169,0.999417105756744,0.981396755142386,0.984124102198419,1.00873662013785,1.00239270328478,0.999584779843592,0.999696057889731,0.993166099291586,0.987583035486694,0.979656342376819,1.00140295160003,0.980123617562996,1.00406322958401,1.00876294963378,0.979765269446474,1.00452339424573,0.994712131610516,1.01611838893411,1.0021137796068,1.00814408180893,1.00102360995049,0.999370300067068,0.995514839548855,0.989050890418671,1.01022431095483,1.0026705699889,1.00345467693564,1.00860890585112,0.955051482622921,0.997936243961084,0.995959499859963,1.00259862915968,1.00335451464171,0.99778701484682,1.00413705011448,1.01673291414991,1.01197647298961,1.00582598519627,1.01149017181315,1.00661444936965,0.999398393600851,1.00460865553507,1.00344594268351,1.00696409682083,1.00439493443364,1.00804124550589,1.00117746501033,1.0000873240583,0.981744902674892,0.997545886294288,1.00233187777989,1.01077398296049,1.00036945950353,1.00426054576142,1.0061893818522,1.01284260685454,0.996203337018825,0.995039482134115,1.01475237250693,1.01310840379809,1.00782862015192,0.998788612812537,1.00339593574437,1.01209588816362,1.01151925455853
4,1.00153656688822,0.997199941519009,0.999922508508498,0.981669622564642,1.00337270213509,0.994232005878263,1.00105190312955,0.999922015522815,0.996581145046438,0.999274858879778,0.991981245149957,0.992127434961356,1.00883378273462,0.990008025656431,0.991935189257097,0.996345643414598,0.995162001931596,0.980053112448842,0.994330054195812,0.993550288404594,0.999935229311711,0.994188204683688,0.997594834282096,0.993397763529395,0.999076392879455,0.997585861537675,1.00277946644063,1.00015016721674,0.999735137961191,0.999328512166494,0.971744351515595,1.0159912209931,0.996778186588857,1.00024520844663,1.00878161887707,0.99616990075509,1.00096287482183,1.00708652001391,1.01729429507119,1.0054898834707,0.998102078478551,1.00390283680967,1.00471092764843,1.0006189184169,0.992614471413258,1.01066410007123,0.967930381881149,1.01257746177036,1.00374345454711,1.01442693095615,1.00280457142417,0.990343281654366,1.0026294206077,1.01155562687162,1.00591156931763,0.998895966187696,1.00378915899045,1.01305005683307,0.985189195323962,1.00349022503836,0.999664095214052,0.995066511309238,1.01240983173273,0.999455236943744,1.00321395597561,1.01055541447287,1.00946656604342,1.00062485693414
5,0.997592508245713,0.995386900487467,0.995662394815379,1.0051704099406,1.00413511002471,1.00467491562873,1.00177567602503,1.00549361479078,1.00505176855135,1.00151105834878,1.00414491503513,1.00504509406892,1.00512294237316,1.00854443709842,1.0173341808776,1.00389724313126,0.99739549355264,1.01076465737061,1.00018290635552,1.00642195281837,0.997681103440738,1.00060188677581,0.997040721013138,1.00376482682527,0.995704772221328,0.996404692349093,0.999202750181993,0.997717054369115,1.00358997099464,1.00255263085094,1.00613708630507,1.00681445092492,0.999186880183611,1.0052426900724,1.00340090717413,0.999984301701467,0.997431526172111,0.988840729231027,1.00297812783217,1.00825120603841,1.00235901049135,1.00794232282208,1.00353362551446,1.00105740055568,1.00251413133446,1.00242294857077,1.00675975251516,1.00300938243048,1.01258042770461,1.00112890623528,0.998957300908668,0.999175561437866,1.00107467276385,0.993020485577265,0.999087251317999,1.0003236058812,1.00017091281911,0.99917588418367,1.00040087154689,0.998477197066341,1.0016975077039,1.00112165281914,1.00892239465751,1.00227194511353,1.02017922291743,1.00925817145052,1.012749619138,1.00358256296809
6,0.999484725152458,0.993039022166959,0.995876549805429,1.00654634064601,1.00722302792593,1.0066365952833,0.997372414236411,1.00294131786111,0.99538673264935,1.00427966221469,0.999125232029957,1.00172349329044,0.991118872682585,0.995909920037729,0.987412482129353,0.983943276658393,1.0029590080045,0.99995781601527,0.998162455966493,1.00643921761334,0.999581619990854,0.998555440151929,1.00151826633313,0.994586307352169,0.989874766328547,0.998504449763282,0.991485632798168,0.998925741784247,0.993259155973291,1.00132346781718,0.984929794030252,1.01517718396934,0.991167651871023,1.00012198267295,0.995884126408656,0.999033017351772,0.99977618499787,1.00495617543266,0.985714393776316,0.979594916488997,0.99057742024775,0.98401992464078,0.992008643109041,0.996504168396551,0.997452973174056,0.989812580342802,1.01254526881338,0.999580739873592,0.975465416979413,1.00766203528099,0.994552441233823,0.994153092173458,0.988776369782851,0.997831483258396,0.981676026929666,1.00534088312384,0.994258156258624,0.994635746578065,0.997614186413251,0.995407056566993,1.00426068370656,0.994046881632571,0.998476391388506,0.990095957426985,1.00075842447893,0.998769897060688,1.00187241910439,0.997083984973807
7,0.999399922344204,1.00803881416154,1.00175158393044,1.00388544148946,1.01703615407361,1.01249465646217,0.995958238909036,1.00417351777103,1.0019816088699,0.991323403362814,1.00987364724981,1.00640406952048,1.00872538030354,0.996870482885822,1.01089854475923,1.00995503838582,0.996336864123647,0.987549336170153,1.00215489340934,0.992667059053135,1.00176491853422,0.991636420388944,0.998797495505752,1.00379864201147,1.01418720485174,1.002777559214,1.01165217971939,1.00342057988868,1.00341186126115,1.00235463054563,0.970438552927286,1.02227156319948,0.996313225198863,1.00346831403606,0.998231821730223,0.995738668353623,1.00036626518577,0.9978070195786,0.993768730467626,1.01028277492993,1.00987501459737,1.00545672324413,1.00284912833454,1.00251926815555,1.00953777661485,0.998916209877201,1.00405064289072,0.993151449938863,1.01278052442319,1.00090935934807,0.995334579796249,1.01130874005131,1.00610253690777,0.997616436991117,1.00549863072198,0.996846382179817,1.00286949498097,1.00421052430942,1.00131023251301,1.0011304480059,1.00952215207366,1.01858124314705,0.990132973637312,1.00186701816533,0.958050765709097,0.99120768467852,0.9853598645973,1.00748813285
8,1.01099656138945,1.03486499656949,1.0236441809238,0.986790280463162,0.991787912035432,1.02666790354347,1.03170394292133,1.00843717445866,1.01740182573399,1.01955994291367,1.00682678054778,1.01403749267581,1.00800365495366,0.986584303197698,1.00535066002195,0.989164507993587,1.01688421007732,0.989179163470413,1.00555876463604,1.00158201441865,1.02550801825337,1.01953235828898,1.0243271429442,1.00807279825745,1.01809214899918,1.02201938029844,1.01998687060031,1.02818114139745,0.993489494156132,1.01428853070148,1.02638750215473,1.00107975987278,1.00456842418451,1.01213325696653,1.01018770985381,1.01708130025015,0.985749965869486,0.974882451047439,0.997596499270412,0.997244287513096,1.01014940158112,1.00560898599593,1.00230225397011,1.00600339926751,0.99275583733329,0.997124052313479,1.01674621607624,1.00965526036091,0.993114818873081,0.991766515675753,0.999931653283602,0.974605902517634,0.987643681356081,0.981596773533134,1.00995600455732,1.00028073848071,1.00344197981694,0.989811096883215,1.03398614493779,1.00307863225946,1.00078496400768,1.00212801031233,0.985810271841528,1.01197434607278,0.998551350570682,0.992984434623294,0.994376621390809,0.996071629127678
0,0.0216165061337166,0.0409034073272712,0.036906165039202,0.0278410122207294,0.0502313417433687,0.0301468329408896,0.0250068691302497,0.0325885621281313,0.019722930546541,0.0301205985435403,0.0286023516073369,0.0459474833133341,0.049637265538933,0.0335542756794919,0.0418870377489827,0.0465699775185088,0.0288725014017302,0.0303798896126936,0.0288815382774927,0.0376296099682692,0.0312665078129925,0.0192069810218666,0.0279267854570239,0.0258082196931764,0.0363365890557304,0.030419328818354,0.0272794113549816,0.0252759883208465,0.0237231174647214,0.0215845991592106,0.116394028531013,0.0577463278404127,0.032260294550494,0.0290684180937435,0.0309680453114557,0.0306824001161864,0.029324368062761,0.0399274452238554,0.0520345208478376,0.0385135498764616,0.0196990418975802,0.031592774777816,0.0200984722500043,0.0258800434918713,0.0350936663859735,0.0471773386391507,0.0470682754659314,0.0275182829385661,0.0369601814279366,0.0303780617622232,0.0178433129899795,0.0400320900908474,0.0318999738605161,0.0406454964063655,0.027822688147645,0.020032027324858,0.021483771418427,0.0267441415885442,0.0410019422286012,0.0304086038655887,0.0233069325343361,0.0230042878429474,0.0295276302940585,0.0244436748920218,0.0828823686988836,0.0424056295748089,0.0449589794155606,0.0212786610083378
