bin,x7Left_Cerebellum_White_Matter,x12Left_Putamen,x13Left_Pallidum,x46Right_Cerebellum_White_Matter,x50Right_Caudate,x51Right_Putamen,x53Right_Hippocampus,x251CC_Posterior,x252CC_Mid_Posterior,x253CC_Central,x254CC_Mid_Anterior,x255CC_Anterior,x11117Ctx_lh_G_Ins_lg_and_S_cent_ins,x11133Ctx_lh_G_temp_sup_G_T_transv,x11135Ctx_lh_G_temp_sup_Plan_polar,x11136Ctx_lh_G_temp_sup_Plan_tempo,x11141Ctx_lh_Lat_Fis_post,x11149Ctx_lh_S_circular_insula_inf,x11169Ctx_lh_S_precentral_inf_part,x12133Ctx_rh_G_temp_sup_G_T_transv,x12135Ctx_rh_G_temp_sup_Plan_polar,x12149Ctx_rh_S_circular_insula_inf,x12175Ctx_rh_S_temporal_transverse
0,0.983399942481692,0.988538633028369,0.986519078561021,0.977072740601211,0.96782074780831,0.989245304771986,0.997921433298309,1.00418065878705,1.01020368614192,0.995835867967994,1.02204339083719,1.01132961141063,0.988541189221082,0.997093241748726,0.97455320472099,0.994055194371495,0.985471296819214,0.980507881601965,1.00530117505908,0.95704244154517,0.953228681937061,0.953382949771846,0.966021004720181
1,0.982151519073224,1.00210030005723,1.00092253931947,0.995411457318548,0.999013888429763,0.990511206832178,0.989161509397781,0.993816224072478,0.987113233092408,0.982516036768253,0.977995191206523,0.996896034081274,1.00303586667242,1.05230340049014,1.03101866414846,1.03609624625755,1.0277527062902,1.03030653206717,1.02176566630409,1.00080541218363,0.989138563587849,0.999612101917598,1.01311237558759
2,1.0010844850218,1.00118086496822,1.00647574376671,1.00824761091627,0.988120836583599,0.997612610883685,1.0056768398886,0.993121580576924,0.998695700771719,1.00360171750078,1.00050555407093,1.00332279955354,1.01821582287291,1.03224827220894,1.01104897162974,1.02144306993869,1.03660872033689,1.0202116617147,1.02685470064819,1.0328366997968,0.995699817398503,0.984804109099706,1.01589559514765
3,0.999764345192962,1.00381109252386,0.995684934606311,1.01121843887637,1.01238581352764,1.00856843109884,1.01360263568534,0.998180976612757,0.994893861575156,1.00417585478701,0.997348716245678,1.01101159771463,1.01194655915418,1.00727849311002,0.997775935921486,1.00907111822533,1.00169399171751,1.01055661685864,1.0017969924288,1.0118583721914,1.04390689159343,1.02721991701958,1.0055407575441
4,0.998330827056521,1.00522811382991,0.989751015938572,1.0024183400412,1.00689809785959,1.00487653835418,1.00001143020761,1.00277918560924,0.999538036139905,1.00700064746492,1.00466430940319,0.993156589457979,1.00189992375333,0.994737537040474,1.01289894997688,0.995527232321679,0.996180389535677,1.00532013619451,0.985819289690447,1.02197439557331,1.01052907688941,1.01419702649095,1.01686655364864
5,1.00248562412979,1.00194558191251,1.00796388580847,1.00745538151386,1.01081132825239,1.00523778180838,1.00515775949848,1.00609308077077,1.00390177026035,1.00456141743887,1.00289656361315,1.00346999982196,1.00766988545127,1.00053175687067,1.00778189524839,0.998524676999206,0.999093178918925,1.00173130209425,0.995017909193275,1.01635189257094,1.01321904043874,1.00460197153616,0.99800532885969
6,1.01451749873024,0.997618879097169,1.00420381789527,1.00342269737372,1.01190095460565,0.997065679493606,0.990425546228832,0.993887709373598,0.998712440115582,1.000574619623,0.988105151652549,0.988531591549429,0.994343010399063,0.981285489152401,0.993124741581111,0.988827687266967,0.991699822304069,0.992608418624616,0.996740357957722,0.992686256515368,1.01129219230117,1.01751236553794,1.00929878676726
7,0.997674092086367,1.00563316879523,1.003773062655,0.999230915992114,0.981787733941413,1.00551936600743,1.00425701799376,1.00398829848325,1.00439619810308,1.00120107179551,1.00644641254623,0.999226767602852,0.999134233916808,0.978351731199579,0.991357250259685,0.992199936038141,1.0006945871646,0.991034246195565,1.00453242829662,0.980500134438746,0.971066824929723,0.976195629307607,0.982200599591792
8,0.992639731687241,0.992827794202796,1.00456197140325,0.959650045324218,0.986720742323263,0.994283916721962,1.00959640379673,1.00287327443302,1.00115414735314,1.00226805054659,1.00288809267544,1.01053033087137,0.973646815011527,0.976379895910912,0.94879208494874,0.971006298586877,0.98606911141715,0.971984932725951,0.985924933885728,0.973832871505613,0.980392168797095,1.00315600335292,0.996874741072928
0,0.0468155737177494,0.031456747617555,0.0474761207683342,0.0525162415494641,0.0508495568205156,0.0309670444250083,0.0368217189929244,0.0141606766962399,0.0290389184366146,0.0328414632321674,0.0340249489858414,0.0198013963316789,0.0322356234625334,0.0515886517409691,0.0677651016947939,0.0337765404229643,0.0361941635600906,0.0330933863279944,0.0338949783389609,0.0431444052091643,0.0684857177904045,0.0453300619732123,0.0461364138109599
