bin,x3030Wm_lh_superiortemporal,x3032Wm_lh_frontalpole,x3034Wm_lh_transversetemporal,x4015Wm_rh_middletemporal,x4017Wm_rh_paracentral,x4029Wm_rh_superiorparietal,x4030Wm_rh_superiortemporal,x4033Wm_rh_temporalpole,x4034Wm_rh_transversetemporal,x4035Wm_rh_insula
0,0.991889123459975,1.00238166709672,0.98843770928725,0.986979913071824,0.980053581667881,0.992729904055677,0.982921604306415,0.980957185757408,0.95879417818804,0.990253266539971
1,1.01059710432882,1.01768576730795,1.03366089518104,0.996672498142841,0.994843107593107,0.994220379398559,0.995453279423375,0.998051687873096,0.998024149552158,0.99250652298425
2,1.00175596970579,1.07420896961503,1.01406815341175,0.993420206896297,0.983791473716246,1.00002054490229,0.997182178355179,0.98971532454671,1.02309680375201,0.999436415294233
3,1.0026705699889,1.00860890585112,0.997936243961084,1.00439493443364,1.00117746501033,1.01475237250693,1.01310840379809,1.00339593574437,1.01209588816362,1.01151925455853
4,0.999735137961191,0.971744351515595,0.996778186588857,1.01257746177036,1.01442693095615,0.995066511309238,1.01240983173273,1.01055541447287,1.00946656604342,1.00062485693414
5,1.00358997099464,1.00613708630507,0.999186880183611,1.00300938243048,1.00112890623528,1.00112165281914,1.00892239465751,1.00925817145052,1.012749619138,1.00358256296809
6,0.993259155973291,0.984929794030252,0.991167651871023,0.999580739873592,1.00766203528099,0.994046881632571,0.998476391388506,0.998769897060688,1.00187241910439,0.997083984973807
7,1.00341186126115,0.970438552927286,0.996313225198863,0.993151449938863,1.00090935934807,1.01858124314705,0.990132973637312,0.99120768467852,0.9853598645973,1.00748813285
8,0.993489494156132,1.02638750215473,1.00456842418451,1.00965526036091,0.991766515675753,1.00212801031233,0.985810271841528,0.992984434623294,0.994376621390809,0.996071629127678
0,0.0237231174647214,0.116394028531013,0.032260294550494,0.0275182829385661,0.0303780617622232,0.0230042878429474,0.0295276302940585,0.0424056295748089,0.0449589794155606,0.0212786610083378
1,0.0243620840540067,0.123165189413852,0.0280347444143432,0.0320599229955226,0.044457470724507,0.0228038184624662,0.0221520323462768,0.0575805838924227,0.0451078532992014,0.021613849054025
2,0.0150594504184065,0.104283251598377,0.042053536845611,0.0218533842951579,0.0467207863820471,0.0236040776394409,0.0235634110566026,0.0530563711713491,0.0310449778615085,0.0279301157124406
3,0.0224135033372451,0.136472080686631,0.0291802851292835,0.0361625998831497,0.0479126433386851,0.026749816540673,0.0388125424389029,0.0534082745927389,0.0471044919690441,0.0277236091050484
4,0.0249381600932044,0.102446518974963,0.0298039665130384,0.0198597845825082,0.0318674059650081,0.031634905886469,0.0181659805993091,0.0612375976976116,0.0489048252525766,0.0135437140472929
5,0.0231827119855539,0.148554965346945,0.0308719760081851,0.0262037725074866,0.0370713386398616,0.0234733279731205,0.0236514588769023,0.0693341851610688,0.0376322489834552,0.0219558376468528
6,0.024140182647484,0.108103743712472,0.0313677664787551,0.024011763611603,0.0388332063755953,0.0291611053916793,0.0205945701071767,0.0531930110789144,0.0408723478389678,0.0221374115225953
7,0.0169173673944327,0.12558811056949,0.0335647865282522,0.0241959067462796,0.0373544177314057,0.041341998342065,0.0244116737867474,0.0692568633189385,0.0406070016206084,0.0216470258613181
8,0.016536883953452,0.114820533482096,0.0248048560566617,0.0241669411358284,0.0441317176078531,0.0255342201102964,0.0189966508762257,0.0618998624388171,0.0494755589805243,0.0230610354657032
