bin,x7Left_Cerebellum_White_Matter,x12Left_Putamen,x13Left_Pallidum,x46Right_Cerebellum_White_Matter,x50Right_Caudate,x51Right_Putamen,x53Right_Hippocampus,x251CC_Posterior,x252CC_Mid_Posterior,x253CC_Central,x254CC_Mid_Anterior,x255CC_Anterior,x11117Ctx_lh_G_Ins_lg_and_S_cent_ins,x11133Ctx_lh_G_temp_sup_G_T_transv,x11135Ctx_lh_G_temp_sup_Plan_polar,x11136Ctx_lh_G_temp_sup_Plan_tempo,x11141Ctx_lh_Lat_Fis_post,x11149Ctx_lh_S_circular_insula_inf,x11169Ctx_lh_S_precentral_inf_part,x12133Ctx_rh_G_temp_sup_G_T_transv,x12135Ctx_rh_G_temp_sup_Plan_polar,x12149Ctx_rh_S_circular_insula_inf,x12175Ctx_rh_S_temporal_transverse
0,0.981278985764695,0.988575565711835,0.987095729004496,0.974221205789587,0.969940357209605,0.990821933789461,0.997873601278023,1.00387625437208,1.00990274652793,0.996464953313252,1.02276198994892,1.01041505708118,0.990310868885123,0.99644831508303,0.976891613895216,0.994794961242741,0.984433380695567,0.981202982062664,1.00340790312115,0.955798376071355,0.95543038410094,0.954514456000779,0.964320484989774
1,0.98559965447097,1.00183284588402,1.00074016602603,0.998465715432266,1.00038489183943,0.99009730859901,0.988198044843759,0.993447355618439,0.98641090633705,0.982023473041446,0.978163853479326,0.996918112815995,1.00187777808141,1.05019399479315,1.03161122870545,1.03578178115577,1.02842782782751,1.02928121250097,1.02313338247807,1.00287154763234,0.992417943297328,1.00168713054847,1.01383327924407
2,1.00573491239095,1.00099130023269,1.00508821255401,1.01221170694185,0.989022491929675,0.99654059563618,1.00250101270914,0.990991771403056,0.996625903506837,1.00239999122851,0.998313264133132,1.00145839789065,1.01771971272733,1.03452429700889,1.01230380347633,1.02295103080878,1.03723409261435,1.02052030785338,1.02609970909696,1.03355193310072,0.996760187481414,0.985329374546918,1.01646202684484
3,0.999171003677693,1.00332394539231,0.995714191965478,1.00989267567594,1.0134678647324,1.00870040641935,1.0139507640908,0.998121095540048,0.993568531263491,1.00268187348366,0.995361272850296,1.01121763841354,1.01157262400489,1.00779404492519,1.00091494015545,1.01153369216346,1.00323595300374,1.01213319590981,1.00110706850374,1.01304981649448,1.04929611087446,1.02912293390609,1.00886659808847
4,1.00063899755065,1.0044873847132,0.988020423796051,1.00273733157175,1.00768499528533,1.00510232544244,1.00058360081232,1.00263578283632,1.00057744862912,1.00697176160113,1.0048924600541,0.99302598338728,1.00035968731847,0.994139791638574,1.01355801724038,0.994051146823564,0.992895476287092,1.00499876519622,0.983666103313937,1.02270723634352,1.01204199696668,1.01541303825274,1.01863860705085
5,1.00356549954399,1.00169330122074,1.00663491041664,1.00985087128613,1.01132372575661,1.00487611175561,1.00474981450222,1.00566762527911,1.00351513280252,1.00382853357171,1.00381633944121,1.00313866693048,1.00577582783721,1.00052499864823,1.00639400473838,0.998823695678622,0.99759198076497,1.00029324280931,0.992930392659042,1.01572417477276,1.01071939724085,1.00408941699637,0.996490130162982
6,1.0137586155712,0.997093818412278,1.00329051483478,1.00379002550125,1.01114174527631,0.996885879924334,0.989979445245708,0.994002593967111,0.998694665649705,0.999878068750624,0.98814278088264,0.98849912096696,0.994308283998882,0.983296183788847,0.994308456092956,0.98968023526477,0.992034111873416,0.993221931054055,0.996856066862439,0.993099985018982,1.01003041173705,1.01557928502394,1.00847447788914
7,0.999499360041133,1.00697712772453,1.00351651844729,1.0005006006419,0.981315333739205,1.00639017410003,1.0034991240077,1.00338003763062,1.00327026439934,0.999921330046487,1.00742546660059,0.999025011968213,0.999236251030068,0.978646046925232,0.993774670865801,0.991987818007844,0.99917198518724,0.991199482760305,1.0042376176894,0.979857603249426,0.972233642055284,0.976680068069628,0.98076718701904
8,0.993393528178672,0.992766776370355,1.00475221798537,0.961783559703919,0.986082505069271,0.993542641242489,1.00889890720548,1.0029439938488,1.00037269809792,1.00204804666761,1.00320083252347,1.01075489788642,0.973001773110311,0.976517956749754,0.949060539092231,0.970795084958947,0.986127723905432,0.971263260206746,0.985425102367633,0.974191533728344,0.980267986095088,1.00306892652344,0.997405065537062
0,0.0497444771473488,0.0305660117654586,0.0474398995904978,0.0562024202803858,0.0508557573219181,0.0310720450229177,0.0362006361760789,0.0140022026951608,0.0284628244540253,0.032023061913597,0.0324682477844756,0.0212280610436624,0.0325321119135416,0.0497317925727283,0.0672549150503091,0.0331067322255289,0.0370026072358092,0.0331240900147069,0.0339063616881853,0.0426784650229502,0.0690070520126874,0.0451333622053277,0.0453811623119391
