bin,x3030Wm_lh_superiortemporal,x3032Wm_lh_frontalpole,x3034Wm_lh_transversetemporal,x4015Wm_rh_middletemporal,x4017Wm_rh_paracentral,x4029Wm_rh_superiorparietal,x4030Wm_rh_superiortemporal,x4033Wm_rh_temporalpole,x4034Wm_rh_transversetemporal,x4035Wm_rh_insula
0,1.00212186128842,1.00393774867056,1.00301832276258,1.00420152246637,1.01101977828159,0.998877199813894,1.0048445582507,1.00722843863889,1.01075169623555,1.00475834587512
1,1.00328431124479,1.01479672987985,0.998949240577619,1.00387074075472,1.00577617758407,1.00796831505309,1.00441140781315,1.0024427490389,1.005051917308,1.00429263456682
2,1.00390336168479,1.00341757997742,1.00186259462111,1.0040350080092,1.00681155733276,1.00276492550601,1.00671418841292,1.00755531007184,1.00482348747122,1.00580774155241
3,1.00300971380138,0.987630422117924,1.00487600325041,0.998875948208425,1.00148272837274,1.00383801395004,0.996653786597911,1.0042977399833,0.998978562219297,0.997649122996282
4,1.00077255308481,1.01228038595887,1.00395434706343,0.998618585738645,0.994195356828398,1.00001487324182,0.997887686507071,1.00623284636628,0.998366319086044,0.997311645034876
5,0.998693912743772,1.0092062199114,0.997334176252557,0.995061870044364,0.997427839127518,0.998657449364085,0.995820417374492,0.991925192759275,0.994242122400857,0.997770075119707
6,0.999390373757424,0.986605789126432,0.9998247113563,1.00203466196022,0.996419487594275,0.998495521338782,0.999574042307038,0.997228767125064,0.997625232371323,0.999390610355787
7,0.996584318139849,0.9924936096421,0.996830979731042,1.00013441067621,1.00164549803284,1.00253818954656,1.00207740852227,0.999774358870302,1.00295745108772,0.999340587356442
8,0.995620812345779,0.97594236508462,0.998264498041824,1.00073049354987,0.998446891160992,0.990828966319057,1.00200756151879,0.998240827889179,0.998338821391646,0.997778540493417
0,0.00876611398851802,0.0398405921627939,0.00987219948975849,0.014272107031792,0.0258347647133983,0.0170006895382476,0.012175745730466,0.027030543235689,0.0154854093078446,0.0138517288496107
1,0.00786969947079263,0.0348260896610052,0.00901846971125039,0.0112613625351228,0.0215620117837519,0.0160061721172832,0.0118685757115829,0.0277893574551101,0.00940878708128074,0.0110456891510776
2,0.00734227718991029,0.0460508371534782,0.0120280134350394,0.0157774735954204,0.0259772821648271,0.0191973410995386,0.00938925657891859,0.0179998975748996,0.0125053371941482,0.0143158297613779
3,0.0061777691894103,0.0472902815802329,0.0127183998369824,0.00845222706032379,0.021751759131381,0.00725612648786734,0.0108450673505061,0.0254214419638939,0.010197205244033,0.0143136451352793
4,0.00914126041496883,0.0573302376467493,0.0112696253260552,0.0084941057799351,0.0181814191302337,0.0100557473716213,0.00777374722471902,0.0195000416797398,0.0140743844629831,0.0105873874117204
5,0.00940558702497762,0.0702824929914308,0.010370177048111,0.011441788235541,0.0329293527931237,0.0218527070104397,0.0102174194445361,0.0240777132392559,0.0140661109420369,0.0107516348159842
6,0.00969914779080322,0.0535498216609582,0.0106401297278085,0.0109103193529428,0.0238057943941816,0.0163555655407295,0.010085622298169,0.0224828016860631,0.0131411203476122,0.0116383773326128
7,0.00987763112729582,0.0578497971808615,0.00864562447632334,0.00952794595832952,0.0227151309175138,0.0231857736546219,0.00838574868010669,0.0131122141367911,0.00921316033713069,0.014768670426483
8,0.00812377498896925,0.0701387084754926,0.00756168626328598,0.0125202302825718,0.0243583270163435,0.00998032051199723,0.00820741145722387,0.0311910982266572,0.0143754585519407,0.0117608780804196
