bin,x7Left_Cerebellum_White_Matter,x12Left_Putamen,x13Left_Pallidum,x46Right_Cerebellum_White_Matter,x50Right_Caudate,x51Right_Putamen,x53Right_Hippocampus,x251CC_Posterior,x252CC_Mid_Posterior,x253CC_Central,x254CC_Mid_Anterior,x255CC_Anterior,x11117Ctx_lh_G_Ins_lg_and_S_cent_ins,x11133Ctx_lh_G_temp_sup_G_T_transv,x11135Ctx_lh_G_temp_sup_Plan_polar,x11136Ctx_lh_G_temp_sup_Plan_tempo,x11141Ctx_lh_Lat_Fis_post,x11149Ctx_lh_S_circular_insula_inf,x11169Ctx_lh_S_precentral_inf_part,x12133Ctx_rh_G_temp_sup_G_T_transv,x12135Ctx_rh_G_temp_sup_Plan_polar,x12149Ctx_rh_S_circular_insula_inf,x12175Ctx_rh_S_temporal_transverse
0,1.00332627505319,1.0044386893081,1.01048186936204,1.0017300682711,1.01856459790999,1.00393250382024,1.00875570197085,1.004759100689,0.995933959387697,0.993949910237149,0.988187480178544,1.00448933889543,1.00395317973486,0.999774736004129,1.00032907299623,1.00210548066523,1.0044382708747,1.00410498339312,1.0051679762043,1.01179220378814,1.01668108146928,1.00977604095719,1.00666673734833
1,0.988849044605645,1.00205954849628,1.00356647213302,0.992535231465528,1.00506530111347,1.00337541378524,1.00373254435744,1.00529354767659,1.01291934578162,1.01832529313598,1.01164062306621,1.00304942001314,1.0025240653885,0.998023374118827,0.996186755817745,0.997349193484982,1.00351575800068,0.996146830146344,0.998259478546311,1.00330285580457,1.0034586175926,1.00134431973825,1.00338104595525
2,1.01897174894994,1.00840512609933,0.99712819646602,1.02503202932753,1.00790199710956,1.00960880839446,1.00670592432155,1.01606159088266,1.01235696174526,1.01652152452425,1.00835575455572,1.00636631610009,1.0052323097132,0.998620507107382,0.999183994254105,0.998706980763681,1.00297712099181,1.00186194173951,1.00389296872184,1.00406371745658,1.00300892270916,1.00808067819088,1.00372015293508
3,1.0067823253983,0.999728109756804,1.00105993343981,1.00188314620322,0.998545260214869,0.997667172409659,0.998492994787542,1.00373696258469,0.999640567163798,1.00370083189731,0.996374457442082,0.989787112632001,0.998035434582126,1.00511415685927,1.00750420879927,1.00624254456383,1.00123796483961,1.00194621640842,1.00164084940901,0.999612989201629,0.987711842206414,0.99390376332131,1.00381675880874
4,0.998258132670217,0.99742429466763,1.00115886488247,0.995134113265697,0.999635558371393,0.996139805342127,0.998933579932281,1.00123123427814,0.99470008408942,0.996300590127398,0.994173553075879,0.999064308428882,0.998640200553447,1.003142350994,0.996416526562219,0.999448138547043,0.997780472330397,0.998834337683621,0.999180974119035,0.99829428613115,0.99496320960236,0.996509864212864,0.997445441507895
5,0.994203214010515,0.999903109416058,0.998903506357795,0.998933954056578,0.996804756782172,0.999472424128235,0.997823310488962,0.992204653652533,0.995416054377913,0.993657098273135,0.996895849452274,0.998979539314045,1.00058290138471,0.99916399823139,1.00529043505444,0.998599214654737,0.998640665129357,1.00232891228032,0.997932452100356,0.996153021861464,0.998339256234948,0.997817868925913,0.997695981371265
6,1.01139228039402,0.999375771547539,0.994759779021049,1.00517312907742,0.989957430201985,1.00001941857622,0.996509480582425,0.998936784723458,1.00248603035336,1.00193187375234,1.00756928700975,1.00124106450885,0.997707520158853,0.999220154615819,0.998048828315001,1.00041910829822,0.999761088471244,0.998580131224795,1.00019453700859,0.995808878856906,0.995521588510161,0.997677639206817,0.997010220087563
7,0.9905847942658,0.995210391145263,0.995266666270761,0.997152745399668,1.00058069741738,0.998332146861034,0.999111647502646,0.996349096827179,0.991916316339867,0.985825106694348,0.997503950296206,0.997168343737101,0.998279545116394,0.998018594884986,0.995788132251063,0.999251698709301,0.996164118357728,0.997160324685872,0.999227029281262,1.0014385784596,1.00408588929984,1.00163294439045,1.00059203449996
8,0.985670142820333,0.99537955462641,1.00480513147882,0.978233274826454,0.9947640830904,0.991559313554583,0.995361749345974,0.99689154601245,1.00938922598597,1.01078174759928,1.002331693393,1.00131363835701,0.996281023351125,1.00132084479913,0.996460495265371,0.999356863210311,0.998231728074206,0.996804141862141,0.996550316387816,0.99762606866423,1.00098495761131,0.999149325435931,0.99442273720282
0,0.0362271023757636,0.00955223584067783,0.0386184439520116,0.0557450940911075,0.0242084012451075,0.0144495488200545,0.0175773783841104,0.0203119527405586,0.0307593145369749,0.0269023773088181,0.0300879511120431,0.0174601854901496,0.00872326288486638,0.016040064306604,0.0230097332612663,0.0180568389832991,0.0123205592487085,0.0132653970847628,0.012798074561539,0.0194760291174089,0.0295045735398322,0.0158874294395473,0.0182346266413508
1,0.0545441574267638,0.00920628790225485,0.0149291494156046,0.0336087882707179,0.0157706072516255,0.00929365347312257,0.0122442241210711,0.0216332766796901,0.0254630071398922,0.0400097226953225,0.0200250078705157,0.00905740250068308,0.00791476697855425,0.0142772436443491,0.0147756259014979,0.0165331225469524,0.0100271131516607,0.0114483946302814,0.00870119833687164,0.0119572208013968,0.0171607243740707,0.0115600627775004,0.0161229645644824
2,0.058857476727562,0.0180608636157936,0.0269761345801947,0.0506913134219906,0.0163119230071061,0.0164248960064035,0.0194723742083655,0.0194238990046115,0.0369085603541686,0.0389415268264334,0.0318127271611006,0.0159619986727402,0.012600894903522,0.0150917950697865,0.0101833825591025,0.0141605277376772,0.014580074971036,0.00763486463126819,0.0115631191441624,0.0134564897953734,0.0107458404057232,0.00873125734923835,0.0166767584549163
