bin,SKE_1,SKE_2,SKE_3,SKE_4,SKE_5,SKE_6,SKE_7,SKE_8,SKE_9,SKE_10,SKE_11,SKE_12,SKE_13,SKE_14,SKE_15,SKE_16,SKE_17,SKE_18,SKE_19,SKE_20,SKE_21,SKE_22,SKE_23,SKE_24,SKE_25,SKE_26,SKE_27,SKE_28,SKE_29,SKE_30,SKE_31,SKE_32,SKE_33,SKE_34,SKE_35,SKE_36,SKE_37,SKE_38,SKE_39,SKE_40,SKE_41,SKE_42,SKE_43,SKE_44,SKE_45,SKE_46,SKE_47,SKE_48
0,0.986146297997149,0.990445943587016,0.993003802497186,1.00189784572821,0.997792382653539,0.996872370258156,0.98505081491501,0.985556573242927,0.993419423121234,0.994860351710295,0.992186244719215,0.997903447898199,0.997887820736663,0.999677399245366,1.00175797356117,1.00291067676174,0.989621720941486,0.993414807687039,0.991710354248428,0.99272842118813,0.992586703246718,0.999020366375639,0.993838406721735,0.994400340176881,0.998471537464386,0.995039383167866,1.00407090761523,1.00150476250908,1.01034145241514,1.00348875918751,0.996688601188953,0.99642041456765,0.998850748011007,0.994271333546825,1.00488444270515,0.999867918445417,0.986786712299829,0.988265160564899,0.996873573566096,0.995322577316789,0.999478905054926,0.996481318495395,0.995447852002735,0.993589515707043,1.0020111184721,0.99295833261208,1.0389996288675,0.981291708765945
1,1.00755217489563,1.01324896947204,1.00968194523762,0.996798150741655,1.00126083907572,0.99445826486598,0.999469555647981,1.01098044623588,1.01246135654997,1.0212792460504,1.01474223425683,1.01382431482303,1.00328082261161,1.00886000764418,1.00357992514583,1.0051543379245,1.00109690516753,0.999378786495209,1.00689582899554,1.00705052504278,1.00396167780732,1.00643306274643,1.00148708646518,1.00185418870565,0.994922552563737,0.989085538078836,0.998867850588788,0.995116007078281,1.00537877543302,1.00180542507179,1.00628904840913,1.01240771397874,1.00385685856613,0.999129863225468,0.997955108475738,0.995317397179059,1.00971806046451,1.00895491260744,1.00955369125474,1.01144199232348,0.998247951921177,0.993667025950851,0.989094467164412,0.997587054962968,1.00510412576412,0.99670512029184,0.999672066820196,1.00287432753778
2,0.996733819945343,0.991198733345729,0.972045605535446,0.9746448113219,0.984335810468578,0.976293211216737,0.995598138501388,0.993320086682759,0.980622528818556,0.981384207422364,1.0009605841417,0.992680897426307,0.990768603671385,0.999666329440816,0.999051639813359,1.00081338208918,1.00527473161395,1.00471154050202,1.00386350895252,1.00391209532574,0.990451571408989,0.995888112215728,0.989226286238926,0.991546547385463,1.00831940371373,1.00594260022719,0.988491411506075,0.993393275103259,0.988610641755782,0.992915346255452,0.98658127974052,1.00020904222302,1.00344677720927,1.00408823306721,1.00912411727235,1.00514947523617,1.00059509912119,1.01336607828687,0.997682165982357,0.993757771611023,1.00207694798893,1.00222781029425,1.00179185544101,1.02008596744534,0.997853089356078,0.998473459021743,0.977118835276261,0.993476766042123
3,1.00667258468686,1.00728021489378,0.991821661559476,0.99121917243202,1.00346221944017,1.03512876750277,1.00769092022266,1.00826446978534,0.993914420313586,1.00123462598586,1.00772803022446,1.00043531350505,0.997539450840814,0.987313630140373,1.00993077688796,0.983781434547727,0.998750930310787,0.998423593444784,1.00139735632884,1.00152197726483,1.01187982705534,0.995811562587712,0.999406141682915,0.985073855752788,1.00071531979585,0.998614557392208,1.00811907403258,0.998678290538934,0.983361927533141,0.98507230285043,0.996126540823837,0.983172538314192,1.0009803128506,0.98602301068867,0.992944269427198,0.996927968343977,1.00850894165581,0.994269153968278,1.00367330664219,0.998752553216718,0.999085345041521,0.997409394508738,1.00637914868807,0.991997235734118,0.985597647916137,0.991195208826772,0.972816365393147,1.04028589698527
4,1.0012419192698,1.00300532472299,1.00157047805324,0.998167217179647,0.9978979082893,0.973142949874289,0.981623338958869,0.98557628496982,1.02211858917336,1.01635253687788,1.00972642958134,1.00193695963627,1.02340681626116,1.00424413959785,1.00981758893529,1.01001993339915,1.00464192053316,1.00268512935524,1.00818549524331,1.00446396955138,1.01194673192103,0.999734413718514,1.00084691464387,1.00187913372175,0.992967014876262,0.994378728268733,0.997443080158102,0.991659806028546,1.00057686898093,0.99518417324347,1.01277810715645,0.997229762071422,1.00123231722999,1.00539378114623,0.997476317108919,1.00259536123801,1.00891693393052,0.997412349558093,0.996404199554136,0.999873876993148,0.999239129968124,0.9923724108477,0.994988054307048,1.0058016269108,1.00998458313881,1.00674343667031,0.968851619457378,0.979150574865379
5,0.996343956924895,1.00294668414901,1.00489681389277,1.00161042125937,1.00127043699038,1.000658978043,1.00203264811659,1.00401041370534,1.0017377463157,1.00235941965603,0.998380991507626,1.00174914509456,1.0042598472549,1.00350198793538,0.995709294765172,1.00087048464227,1.00736723029011,1.00239657303685,1.00259773224001,1.00052217296022,1.00112796270143,1.00450598251486,1.00406592601876,1.00274589314539,1.00276703796822,1.00560655081201,0.999324871858951,1.0050636793563,0.997537817502542,1.00216170310584,1.00122398988024,0.999004211650157,1.00062401494747,1.00552075811526,0.997997324484514,1.00156015589064,1.00625573120226,1.00288240453234,1.00028362319921,1.00466234439583,1.00377111250165,1.00501622294163,1.00486701555181,1.00034290349431,1.00464761541331,1.00423694488048,1.00444988112319,1.00739210068445
6,1.00555573465984,0.998625287662313,0.998355910431413,1.01057994324117,1.00585980566709,1.00360075369829,1.00932224312276,1.00982149508192,0.998904932253502,0.991722506443189,0.994710486480662,0.996636241405354,0.987277563760649,0.998557970431076,1.00290132824828,0.998765058396967,0.998402323262763,1.00117347408113,0.996594300794065,0.997553420405252,0.996375467265424,0.999661358755902,1.00082275213798,1.00376830813514,1.00185951669596,1.00198267708382,1.00368880393714,1.00299745568022,1.00812609519168,1.00479278631566,0.997455083508282,1.00330062953716,1.00191625766201,0.998285466149711,1.00344260352471,1.00186536533365,0.99664437646229,0.996329899309081,0.997270553411174,0.995448897816915,1.0016380647654,1.00392803776652,1.00329247835946,1.00046126928104,0.995621982426345,1.00248548229486,1.02214714827271,0.987806320551322
7,1.00145564700761,1.00121496624466,1.004564527418,1.00581725340393,0.996936117236999,1.00631591778841,1.01030108636346,0.996209628256701,1.00100863002556,1.00183537477323,1.00247310846549,1.00436539630988,1.00704687032752,1.0055617143544,0.989351958283433,1.00130355172808,0.993048063379048,0.997362047573992,0.998986989407069,0.9999140937125,0.997851365826446,0.997704876201792,0.999295047728923,1.00506690757672,1.00325472222565,1.00582007209189,0.99703966091086,1.00323677058936,1.00054270970953,1.00669476274857,1.0058437076783,1.00942292520277,0.991702048534921,1.00459077686382,1.00134280555354,0.999676527924725,0.985709544965512,1.00448402648331,1.00638745932534,1.0032518233188,0.999395918494374,1.00264535103443,1.00173997799294,1.0040767970386,0.994584012230935,1.00033772354613,0.98922308716852,1.02392957455181
8,0.997601648597978,0.982758872048944,1.03314597307552,1.00254985399838,0.999807343909205,1.02819113657156,0.999348892729319,0.999113070566683,0.964709507877662,0.97490143316657,0.979777872878534,0.983222211156069,0.986120499098017,0.985842261393119,0.982515044192825,0.986226488310074,0.998076565410613,0.999230055803535,0.984187085139103,0.994377922349286,0.994113449414906,0.99290068344575,1.00925656734408,1.0073561957861,0.99540279536687,0.997924080367025,0.999314594420487,1.00024231300995,0.983137858033264,0.993854454039679,0.98013689749079,0.992491779309241,0.99695099717213,0.994128588575683,0.997021203520578,0.992089392960774,0.993468575337684,1.00186194901091,0.996748487606596,0.995155075082949,0.987586526381466,0.999472459859762,0.995822847742393,0.982850905528761,0.997733111422228,0.994435254093094,0.968333007952732,1.00236480474913
0,0.0421952642869227,0.0435804875456844,0.0701671155312521,0.072068046966323,0.0447594472492483,0.111201860014339,0.0669813950352239,0.0732669000615946,0.0541957632710816,0.0470299195128306,0.0220198867779855,0.0216809574051369,0.0383182290921874,0.037576574245675,0.0500396307856832,0.0330217841045308,0.04017154872546,0.0395096805652591,0.0282740641447733,0.0318106483219042,0.0370166040703723,0.0473482263811631,0.0406081349361583,0.0514827147667712,0.033921409795976,0.0359823113714036,0.0398139799466763,0.0466791946790105,0.0676979882307013,0.0704543117869734,0.0485715485650778,0.0639393946133526,0.0383895110466784,0.026722694207488,0.0282384512742393,0.0350776523619503,0.0505552570557632,0.0389886525281258,0.0376877754265757,0.0392274772112422,0.0409270576751027,0.0370228939991784,0.0526525354427058,0.0389935737495781,0.0552924959704192,0.0374335620758798,0.101798126557541,0.177666821068858
1,0.053390643998186,0.0407665900897015,0.0752131496811498,0.0732231640034191,0.0427623957458901,0.109099787058272,0.0541551319155208,0.0521613453002211,0.0669245834397987,0.0562978326929433,0.0276037776778135,0.0239784495279084,0.0682166201081716,0.0447506171583539,0.0327488509679655,0.0326044066536152,0.032704457848364,0.0356686934154632,0.0271146042357331,0.032616433945496,0.0335095624609227,0.0436584618674675,0.0301011330517288,0.0397023962891445,0.0294910041378134,0.031371295854746,0.0343541520264569,0.0390528166638462,0.0630973928344598,0.047202333653408,0.0425246884089691,0.0479310604027713,0.0306195962817027,0.0248842708631338,0.0197884986498438,0.0282223572341481,0.0429906878839695,0.0387225123183567,0.0298098668433747,0.0325850681089107,0.0313418525889878,0.0340408664861098,0.0269582285856503,0.0239687955245441,0.0433444534685119,0.0302521087132486,0.0962261948537551,0.203616387137704
2,0.0355555450013761,0.0249807956278886,0.0747256951005466,0.0734932948055907,0.032359497753322,0.0718766641402063,0.0288300051617187,0.0277705140355091,0.0236917063448855,0.0459545297228688,0.0196416136964186,0.0326880136965368,0.0321575244756546,0.0433117167297549,0.0340723945429117,0.0373061030507745,0.0243870880232321,0.0222963377512165,0.022375756643026,0.0253440806244122,0.025673439306359,0.0120089759002197,0.0283015023959927,0.040924684291449,0.0428863508091749,0.0435244819102902,0.0392611120311554,0.0395491715200245,0.0273823747590689,0.0257235917922632,0.0184843255711583,0.013054606612443,0.0139783223284566,0.0192616893624233,0.0215784037604805,0.0218333505888015,0.0263824898142969,0.0345373090313154,0.0193021272132157,0.0202681995115321,0.0292368708023789,0.0372492955089687,0.0651159213842895,0.0401511639077779,0.0184646767557805,0.0235362179474135,0.0735433266304965,0.0675240769347169
