bin,SKE_1,SKE_2,SKE_3,SKE_4,SKE_5,SKE_6,SKE_7,SKE_8,SKE_9,SKE_10,SKE_11,SKE_12,SKE_13,SKE_14,SKE_15,SKE_16,SKE_17,SKE_18,SKE_19,SKE_20,SKE_21,SKE_22,SKE_23,SKE_24,SKE_25,SKE_26,SKE_27,SKE_28,SKE_29,SKE_30,SKE_31,SKE_32,SKE_33,SKE_34,SKE_35,SKE_36,SKE_37,SKE_38,SKE_39,SKE_40,SKE_41,SKE_42,SKE_43,SKE_44,SKE_45,SKE_46,SKE_47,SKE_48
0,1.00593545971105,0.996226612216259,1.00620554910206,1.00417981875918,1.00413147052546,1.0145572785253,1.0095154314815,1.01423090322732,0.999588309173726,1.00040023069386,1.01724711520261,0.997392505018317,1.02095139123269,1.01113300083587,1.0052244097423,1.0007192393011,1.01210552870551,1.00543509020125,1.00758318185243,1.00251231729559,1.00944928347705,1.00465720965311,1.01121815213688,1.00979357340485,1.00509446927831,1.00216852963003,1.0076487380309,1.00650175518703,1.00544799025015,1.00703542691337,1.0083956610027,1.00706356680809,1.0048470080767,1.01770935262149,1.01161353928142,1.01554429076145,1.01212873387666,1.01874462530056,1.01386447767733,1.01161629023172,1.00792741661562,1.00603458208221,1.00811160404103,1.01635811023934,1.00916235006317,1.01971098451704,1.00469256851532,1.00733611490958
1,0.997431291830661,0.99532802678954,0.992629710307199,0.995626029261107,0.997344759475265,0.998366476474359,1.001966934342,0.989983674493339,0.98856643591183,0.995673807646248,0.981907658498429,0.988666902057975,0.988181517880558,0.990849587523896,1.00019796822983,0.996421979607651,0.99714449112601,0.999496697309417,0.996598801055927,0.995626683336992,0.991978227516935,0.993427589855534,1.00074680717719,0.994579794499618,1.0008987556362,0.999003738486891,1.00431158329081,0.989336317155347,0.988453508448687,0.990600078724025,0.994842550544454,0.989010433843096,1.00613990746915,0.998855996540944,0.999107684548042,0.985788655875583,0.998575583104526,0.985649737412562,0.997318967708394,0.988792263665554,0.997425584815447,0.994445352706512,0.998767801276032,1.01058948080859,1.00891054733746,0.987856187815037,1.01398974076996,0.999774637627547
2,1.00919572065493,0.992144830267604,1.03265749614253,1.02071867921724,1.01387443651589,1.02071352015601,1.01016327927419,0.999217061862562,1.01610071787416,1.00209939582344,1.01168503135513,0.996597098665007,1.02356308394031,1.00326253858151,1.00958234607784,1.0057199021807,1.02113494675594,1.02345582923962,1.00638165204996,1.00477879741693,1.00839003840405,1.00572294888219,1.02340363900049,1.02926834265974,1.00042397311725,0.999634749542649,1.00682144860121,1.00034062247577,1.00463194431028,1.01568018201925,1.01040531356397,1.00915278484709,0.997053858617888,0.988307313603232,0.993185359734332,1.00182679732091,0.998785425538331,0.97041880079207,1.01251315038474,1.01853989603732,0.990475329729188,1.00707754888109,0.987263791136782,0.987217746245396,1.01030751052612,1.00264150392859,1.00599468995502,0.996321404719641
3,0.99825412231,0.986421230823216,1.01217954709657,1.01532419316349,0.998990224139973,0.983693857584922,0.994785299582376,0.995361544235566,1.01423035430467,1.00692019392133,1.00422897912917,1.0141662165869,1.01919465758668,1.02428231354794,0.99741109691222,1.01230089803527,1.01153670856186,1.02128066946562,1.00646247919934,1.00680847404406,0.998199377918191,1.01539595792634,1.00213870514483,1.01046838172418,1.01237849479264,1.01441642612065,0.996706485576622,1.0094784197235,0.993977100672637,1.00703394443,0.998994307971838,1.01778942343905,1.00116027362501,1.00847334123174,1.00510048838181,1.00242707994057,1.02179910843127,1.04348001870398,0.993868979542009,1.01372742667988,1.005428931459,1.01021161853372,1.0007702851332,1.01234186268474,1.02189746555195,1.00100658483651,0.97783924379048,0.988408913411367
4,0.999354853023007,1.00421913745336,0.9942027852659,0.99994641361981,1.00218752502175,1.02839897592245,1.01238893433655,1.0044934158342,1.00049295165877,1.00576906815312,0.999379120347271,1.01522855222941,0.982015066014706,0.994096278235418,0.998914675334693,1.00554571073852,0.997480038461265,0.997078162299055,0.994331642775442,0.996271042527971,0.998111511365427,1.00301029909748,0.999391298868665,0.997294787716402,1.00490947663963,1.0012828920222,0.996413108723194,1.00697493099121,1.00180447744025,1.01033049468573,0.996881321733045,1.00348448478343,1.01024187573492,1.00089092581286,1.01122767690594,1.01537691528736,0.988840736684722,1.00924304566309,0.99873014162038,1.00416045633404,1.00651837000463,1.00665133265407,1.00872536180245,0.995332336935393,0.986555815078377,0.986953742048823,1.01376927063445,1.03006358436303
5,0.991160460757236,0.995177875750029,0.991165195554294,0.99532434151244,0.996483222016529,0.999007003305025,0.990123981140175,0.992171773388075,0.988885229118777,0.991412486350202,0.990222997611396,0.989034227697139,0.981886536893313,0.985596869180163,0.994045659493459,0.995475237419394,0.987897175073608,0.993975054375552,0.992225591524424,0.999405597136451,0.995699217679353,0.993496888112995,0.991877253758384,0.999454621064487,0.99147028649252,0.997423922247724,0.994459589917632,0.998123136203518,0.995767250928403,0.997384354050579,0.988820535858349,0.993308152658237,0.988344857053266,0.997663722093153,0.993097373356494,0.993028866232871,0.977528726452101,0.991249401221963,0.995223673240719,0.987743969484262,0.996565264893224,0.997004223384824,0.995005262965829,0.992119898413222,0.979998651558233,1.00061297658532,1.00220728611428,1.00111721526689
6,1.00063090263101,1.00847016089467,1.00360610058268,0.993666008184583,0.998741248695431,0.99241399118831,0.992737224720251,0.99758837260323,0.999712767507445,1.00348436528718,0.995673152130036,1.001761899991,1.00160257586275,1.00027038502637,1.00046356184881,0.998273694606991,1.00280285764662,0.99299632937609,1.00352055384984,0.999789693093233,0.998877873486544,0.997762505940295,1.00002280103604,0.992535923471373,0.994615189707968,0.992952211006134,0.992629084823686,0.998029010796503,1.00181454286161,0.996503133037688,1.00516206823385,0.998141273643834,0.996089825745215,0.988576618712731,0.993404108027117,0.9937649416547,1.00184466520739,0.994543165827167,0.994232463542982,0.996559766106407,0.993519884362885,0.992437544263895,0.992997855269015,0.989553638887115,0.999932679416372,0.998635749666023,0.987381791752627,1.00223907146488
7,1.009370318087,1.01502472032836,1.00076065151322,0.998792428237542,0.998652801595116,0.992250308816272,1.01004569901845,1.01414244269603,1.00753229644439,0.998265072822849,1.02010070735778,1.0001630019187,1.01003643075249,1.00500389720468,1.00485690470957,0.998445736530377,0.99722137203196,1.00079900583913,1.00265556443796,1.00190032009761,1.00254142346057,0.998342352633857,0.999589871538936,0.998446524793927,1.00863678894324,1.00576971382854,1.01266415416587,0.995069884361303,1.00788453834284,0.987444561386068,1.00261236998143,0.996583041123588,1.0092941238754,1.00524837930333,0.999809841419605,1.00466541996832,1.02806077142122,0.999170845475453,1.00543456322381,1.00505860014781,1.00407704806962,0.999326968719956,1.01102706685848,1.00934363108265,1.01548244731811,1.00122913570842,0.997047456464786,0.973195308858284
8,1.00028768803794,0.995973195627383,0.975471257517373,0.99482959459054,0.998104530378278,0.957972387911201,0.991847770078321,0.99920679373851,1.01026217949908,1.00752844062901,0.992255555978388,1.01341079591988,1.0071040189367,1.01281191841995,0.996444621995895,0.994570414590252,0.986964783438142,0.982239282598574,0.998734281231246,0.993490864572364,1.0087344327572,1.00303273670238,0.978708486807935,0.975451003110703,0.993888887589476,0.996520125737467,1.00483421573214,1.00050074706607,1.00443990300041,0.999310623384147,1.01007775230438,1.00007808481744,1.0013882907596,1.00496878249231,1.00643689928923,0.99588386128657,0.997056510307531,0.992014155781206,1.00312277569005,0.995726405210412,1.0066330905651,0.999706613155278,1.00416285576447,1.00461734131771,0.997962358767238,1.00519918075261,1.00554600538474,0.984439291054211
0,0.0569386820234378,0.0445921184005778,0.0566240701147998,0.0411344672269491,0.0267986920991821,0.0671957107479691,0.0726465898444518,0.0549766322503039,0.0465820201400112,0.0401999030331558,0.0829335281155807,0.08932509203756,0.061676047884485,0.0623033422106344,0.026576660999074,0.0215425258226857,0.0449540839012834,0.0427894975736659,0.0189405545662582,0.0225688802343962,0.0382906736188838,0.0476332606907148,0.0455971844993693,0.0540701213200118,0.0503186687886609,0.0445556236014492,0.0491063799042998,0.038989876776546,0.0570738501333335,0.0683460529832743,0.0470886736573597,0.0443880657970778,0.0511530731936671,0.0429985929819229,0.0427382100273286,0.0499366481076978,0.0930010267792039,0.120692535549036,0.044112065225854,0.0592347475999734,0.0721763092256069,0.0567224813057786,0.0551893548836217,0.0787530485641749,0.0659825464830037,0.0609820478515514,0.079130713628152,0.0982708898197839
